модель,цена,фото,описание
Chevrolet Spark,$ 6 500,https://im.mashina.kg/tachka/images//c/5/2/c5265ce303ba915415f9021b8c9e03f7_240x180.jpg,"2015 г., 0.8 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 115 200 км"
Chevrolet Lacetti,$ 3 538,https://im.mashina.kg/tachka/images//8/8/c/88c853b49c6398b8d4c8fc85072f7981_240x180.jpg,"2012 г., 1.4 л., механика                     седан, бензин              руль слева, 300 000 км"
Chevrolet Traverse,$ 24 200,https://im.mashina.kg/tachka/images//e/3/1/e3161bec25c6b2b4497570a14fc06bd0_240x180.jpg,"2020 г., 3.6 л., автомат                     внедорожник 5 дв., бензин              руль слева, 12 800 км"
Chevrolet Matiz,$ 2 241,https://im.mashina.kg/tachka/images//e/b/2/eb240631b654a60a4aa1f3df7ed91747_240x180.jpg,"2007 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 221 638 км"
Chevrolet Matiz,$ 3 774,фото не было загружено,"2006 г., 1 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 136 000 км"
Chevrolet Spark,$ 3 200,https://im.mashina.kg/tachka/images//5/5/0/550f6a4b30317fe8f62d03c5a1d2c159_240x180.jpg,"2006 г., 0.8 л., механика                     хэтчбек 5 дв., бензин              руль слева"
Chevrolet Matiz,$ 2 948,https://im.mashina.kg/tachka/images//4/9/3/4931fe7a4ada43533d04946f55191995_240x180.jpg,"2009 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева"
Chevrolet Lacetti,$ 3 420,https://im.mashina.kg/tachka/images//a/0/7/a072d69e494eebac27366aefd85bf8f4_240x180.jpg,"2007 г., 1.6 л., механика                     седан, бензин              руль слева, 250 000 км"
Chevrolet Matiz,$ 3 066,https://im.mashina.kg/tachka/images//8/4/c/84c5523138e6a5241d6bd579cb0b1cc4_240x180.jpg,"2006 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева"
Chevrolet Matiz,$ 3 302,https://im.mashina.kg/tachka/images//0/a/a/0aae1712247d5e4042745bec5be3233a_240x180.jpg,"2005 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 300 000 км"
Chevrolet Aveo,$ 3 800,https://im.mashina.kg/tachka/images//c/c/6/cc62d2f9f0290f7c6da9e0ead093bf3f_240x180.jpg,"2007 г., 1.4 л., механика                     седан, бензин              руль слева, 200 000 км"
Chevrolet Lacetti,$ 4 363,https://im.mashina.kg/tachka/images//0/3/e/03efc278f03f7afb5b2c9afaa60aae8e_240x180.jpg,"2011 г., 1.6 л., механика                     универсал, бензин              руль слева"
Chevrolet Cruze (HR),$ 3 600,https://im.mashina.kg/tachka/images//d/d/8/dd8073bde505088c1cff836acd184b06_240x180.jpg,"2002 г., 1.3 л., автомат                     хэтчбек 5 дв., бензин              руль справа, 217 609 км"
Chevrolet Spark,$ 3 302,https://im.mashina.kg/tachka/images//e/5/8/e587b55e1a264d90fc2941f544604a57_240x180.jpg,"2006 г., 1 л., механика                     хэтчбек 5 дв., бензин              руль слева"
Chevrolet Spark,$ 7 200,https://im.mashina.kg/tachka/images//6/4/1/6414aae05af4ef7f0ff417ba5e70ac82_240x180.jpg,"2014 г., 1 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 145 000 км"
Chevrolet Spark,$ 3 184,https://im.mashina.kg/tachka/images//4/8/6/486c6a9b81daf1326ab66b02c56532da_240x180.jpg,"2009 г., 1 л., механика                     хэтчбек 5 дв., бензин              руль слева, 82 828 км"
Chevrolet Epica,$ 4 481,https://im.mashina.kg/tachka/images//9/e/7/9e7e4be1e0f31153bce25c780982dbba_240x180.jpg,"2010 г., 2 л., автомат                     седан, бензин              руль слева, 200 000 км"
Chevrolet Lanos,$ 1 533,https://im.mashina.kg/tachka/images//0/8/5/08522c8565eba6575c4e79cee840cedf_240x180.jpg,"2007 г., 1.5 л., механика                     седан, бензин              руль слева"
Chevrolet Captiva,$ 7 075,https://im.mashina.kg/tachka/images//2/1/4/2140f35efe0205552103bab35b49510d_240x180.jpg,"2007 г., 2.4 л., автомат                     внедорожник 5 дв., бензин              руль слева, 222 000 км"
Chevrolet Lacetti,$ 3 302,фото не было загружено,"2005 г., 1.6 л., механика                     седан, бензин              руль слева, 270 621 км"
Chevrolet Lacetti,$ 4 127,https://im.mashina.kg/tachka/images//b/f/0/bf075a40a6000970bb0e6c8b1b26d5a1_240x180.jpg,"2012 г., 1.4 л., механика                     седан, бензин              руль слева, 260 000 км"
Chevrolet Aveo,$ 2 948,https://im.mashina.kg/tachka/images//9/8/d/98d775237b4e583f06127ff3d7c431c8_240x180.jpg,"2004 г., 1.4 л., механика                     седан, бензин              руль слева"
Chevrolet Lacetti,$ 3 774,https://im.mashina.kg/tachka/images//4/a/9/4a9383d62715b34c411cf726f94f0ef9_240x180.jpg,"2005 г., 1.4 л., механика                     седан, бензин              руль слева, 210 000 км"
Chevrolet Camaro,$ 20 500,https://im.mashina.kg/tachka/images//f/e/8/fe89ef0b604328512dc598aa6381ee7f_240x180.jpg,"2010 г., 3.6 л., автомат                     купе, бензин              руль слева, 164 000 км"
Chevrolet Matiz,$ 3 500,https://im.mashina.kg/tachka/images//6/6/5/665166c49525777036c10ba17f297330_240x180.jpg,"2007 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 112 000 км"
Chevrolet Lacetti,$ 3 184,https://im.mashina.kg/tachka/images//3/8/0/3809667a2f91d769a99c702e8f87f59d_240x180.jpg,"2004 г., 1.6 л., механика                     седан, бензин              руль слева, 270 000 км"
Chevrolet Spark,$ 5 000,фото не было загружено,"2005 г., 0.8 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 150 000 км"
Chevrolet Cruze,$ 5 660,https://im.mashina.kg/tachka/images//2/3/c/23c29b1eb6a67b9fff30b7b24f06811f_240x180.jpg,"2011 г., 1.6 л., механика                     седан, бензин              руль слева, 230 000 км"
Chevrolet Lanos,$ 2 064,фото не было загружено,"2008 г., 1.5 л., механика                     седан, бензин              руль слева, 114 600 км"
Chevrolet Matiz,$ 2 948,https://im.mashina.kg/tachka/images//c/6/e/c6eb7ffb2ca690dd519a9dc384c48c2a_240x180.jpg,"2009 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 138 000 км"
Chevrolet Cruze,$ 8 491,https://im.mashina.kg/tachka/images//c/0/c/c0cf5840d1c919c2a985bd6e58a1ca06_240x180.jpg,"2011 г., 1.8 л., механика                     седан, бензин              руль слева"
Chevrolet Lacetti,$ 3 774,https://im.mashina.kg/tachka/images//9/4/5/945ceebd54657c97a8bd97b2c429c595_240x180.jpg,"2007 г., 1.4 л., механика                     седан, бензин              руль слева"
Chevrolet Matiz,$ 3 066,https://im.mashina.kg/tachka/images//3/8/9/38983ed3b9af474a46fcecf1a4457a26_240x180.jpg,"2009 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева"
Chevrolet Spark,$ 3 892,https://im.mashina.kg/tachka/images//8/a/9/8a945ae0537a4534dc4b1d97c968bfa4_240x180.jpg,"2008 г., 0.8 л., механика                     хэтчбек 5 дв., бензин              руль слева, 85 000 км"
Chevrolet Niva,$ 3 538,https://im.mashina.kg/tachka/images//0/f/1/0f1717cf554b910b375090e75330ca89_240x180.jpg,"2008 г., 1.7 л., механика                     внедорожник 5 дв., бензин              руль слева, 150 000 км"
Chevrolet Lacetti,$ 2 594,https://im.mashina.kg/tachka/images//1/d/b/1dbbb9b06ac3c17ef64f578ef53c1b9e_240x180.jpg,"2007 г., 1.6 л., механика                     седан, бензин              руль слева, 160 000 км"
Chevrolet Spark,$ 6 486,https://im.mashina.kg/tachka/images//4/6/7/46762c7964cfdbb8f1a3cc1da4c43692_240x180.jpg,"2011 г., 1 л., автомат                     хэтчбек 5 дв., бензин              руль справа, 97 136 км"
Chevrolet Lacetti,$ 2 594,https://im.mashina.kg/tachka/images//d/a/a/daace5ed9d757e9537e2f8fda11336cb_240x180.jpg,"2005 г., 1.6 л., механика                     седан, бензин              руль слева, 295 006 км"
Chevrolet Spark,$ 5 896,https://im.mashina.kg/tachka/images//8/6/0/8607785b10f8fd2f581565b6591fdbc2_240x180.jpg,"2012 г., 1 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 113 000 км"
Chevrolet Lanos,$ 2 182,https://im.mashina.kg/tachka/images//f/f/3/ff3792323339ba6bc789f0f9441cd332_240x180.jpg,"2007 г., 1.5 л., механика                     седан, бензин              руль слева"
Chevrolet Cruze,$ 6 000,https://im.mashina.kg/tachka/images//8/8/a/88ac6205172cf282fd80e0e657d349e0_240x180.jpg,"2009 г., 2 л., механика                     седан, дизель              руль слева, 180 000 км"
Chevrolet Matiz,$ 3 302,https://im.mashina.kg/tachka/images//3/b/7/3b7cf748da4167d27410ca5b861f0734_240x180.jpg,"2008 г., 1 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 178 000 км"
Chevrolet Spark,$ 5 660,https://im.mashina.kg/tachka/images//1/1/7/117d1a8fbe5a9f081bc9e1740d4feb3c_240x180.jpg,"2011 г., 1 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 120 000 км"
Chevrolet Spark,$ 3 066,фото не было загружено,"2008 г., 0.8 л., механика                     хэтчбек 5 дв., бензин              руль слева, 141 508 км"
Chevrolet Spark,$ 3 538,https://im.mashina.kg/tachka/images//4/c/e/4cea9c5dc38024cd5c05cca88bad0631_240x180.jpg,"2006 г., 1 л., механика                     хэтчбек 5 дв., бензин              руль слева, 180 000 км"
